2023-09-16 17:42:22,395: 'h'
2023-09-16 17:42:22,534: 'e'
2023-09-16 17:42:22,928: 'l'
2023-09-16 17:42:23,060: 'l'
2023-09-16 17:42:23,284: 'o'
2023-09-16 17:42:23,569: Key.space
2023-09-16 17:46:32,440: 'h'
2023-09-16 17:46:33,107: 'o'
2023-09-16 17:46:33,194: 'w'
2023-09-16 17:46:33,342: Key.space
2023-09-16 17:46:33,553: 'r'
2023-09-16 17:46:35,262: Key.backspace
2023-09-16 17:46:35,749: 't'
2023-09-16 17:46:35,921: 'o'
2023-09-16 17:46:36,135: Key.space
2023-09-16 17:46:36,494: 's'
2023-09-16 17:46:37,035: 't'
2023-09-16 17:46:37,158: 'o'
2023-09-16 17:46:37,321: 'r'
2023-09-16 17:46:37,864: 'e'
2023-09-16 17:46:38,100: Key.space
2023-09-16 17:46:39,307: 'd'
2023-09-16 17:46:39,459: 'a'
2023-09-16 17:46:39,888: 't'
2023-09-16 17:46:40,181: 'a'
2023-09-16 17:46:40,575: Key.space
2023-09-16 17:46:41,789: 'o'
2023-09-16 17:46:42,112: Key.space
2023-09-16 17:46:42,711: Key.backspace
2023-09-16 17:46:42,982: 'f'
2023-09-16 17:46:43,216: Key.space
2023-09-16 17:46:44,518: Key.backspace
2023-09-16 17:46:44,956: Key.backspace
2023-09-16 17:46:45,184: Key.backspace
2023-09-16 17:46:49,707: 's'
2023-09-16 17:46:49,920: 'u'
2023-09-16 17:46:50,202: 'p'
2023-09-16 17:46:50,387: 'p'
2023-09-16 17:46:50,553: 'o'
2023-09-16 17:46:50,815: 's'
2023-09-16 17:46:50,955: 'e'
2023-09-16 17:46:51,184: Key.space
2023-09-16 17:46:51,433: 'i'
2023-09-16 17:46:51,603: Key.space
2023-09-16 17:46:52,807: 'm'
2023-09-16 17:46:52,938: 'a'
2023-09-16 17:46:53,151: 'k'
2023-09-16 17:46:53,304: 'e'
2023-09-16 17:46:53,440: Key.space
2023-09-16 17:46:54,125: 'a'
2023-09-16 17:46:54,303: Key.space
2023-09-16 17:46:54,565: 'f'
2023-09-16 17:46:54,815: 'o'
2023-09-16 17:46:54,877: 'r'
2023-09-16 17:46:55,258: 'm'
2023-09-16 17:46:55,452: Key.space
2023-09-16 17:46:56,923: 'a'
2023-09-16 17:46:57,825: 'n'
2023-09-16 17:46:57,973: 'd'
2023-09-16 17:46:58,091: Key.space
2023-09-16 17:46:58,633: 'd'
2023-09-16 17:46:58,773: 'e'
2023-09-16 17:46:59,171: 'p'
2023-09-16 17:46:59,336: 'l'
2023-09-16 17:47:00,792: 'o'
2023-09-16 17:47:01,566: 'y'
2023-09-16 17:47:01,691: 'e'
2023-09-16 17:47:01,915: 'd'
2023-09-16 17:47:02,103: Key.space
2023-09-16 17:47:02,917: 'i'
2023-09-16 17:47:02,992: 't'
2023-09-16 17:47:03,154: Key.space
2023-09-16 17:47:03,383: 't'
2023-09-16 17:47:03,522: 'o'
2023-09-16 17:47:03,749: Key.space
2023-09-16 17:47:05,920: Key.backspace
2023-09-16 17:47:06,225: Key.backspace
2023-09-16 17:47:06,418: Key.backspace
2023-09-16 17:47:07,981: 'i'
2023-09-16 17:47:08,153: Key.space
2023-09-16 17:47:08,446: 'w'
2023-09-16 17:47:08,683: 'a'
2023-09-16 17:47:08,884: 'n'
2023-09-16 17:47:09,209: 't'
2023-09-16 17:47:09,402: Key.space
2023-09-16 17:47:09,649: 't'
2023-09-16 17:47:09,850: 'h'
2023-09-16 17:47:10,083: 'e'
2023-09-16 17:47:10,304: Key.space
2023-09-16 17:47:11,255: 'd'
2023-09-16 17:47:11,404: 'a'
2023-09-16 17:47:11,773: 't'
2023-09-16 17:47:11,937: 'a'
2023-09-16 17:47:12,229: Key.space
2023-09-16 17:47:13,246: 'o'
2023-09-16 17:47:13,434: 'f'
2023-09-16 17:47:13,604: Key.space
2023-09-16 17:47:13,770: 't'
2023-09-16 17:47:14,000: 'h'
2023-09-16 17:47:14,162: 'e'
2023-09-16 17:47:14,274: Key.space
2023-09-16 17:47:14,816: 'm'
2023-09-16 17:47:14,985: 'e'
2023-09-16 17:47:15,591: 'm'
2023-09-16 17:47:16,429: 'b'
2023-09-16 17:47:16,605: 'e'
2023-09-16 17:47:16,738: 'r'
2023-09-16 17:47:17,014: 's'
2023-09-16 17:47:17,187: Key.space
2023-09-16 17:47:18,044: 'w'
2023-09-16 17:47:18,204: 'h'
2023-09-16 17:47:18,370: 'i'
2023-09-16 17:47:18,600: 'c'
2023-09-16 17:47:18,786: 'h'
2023-09-16 17:47:18,905: Key.space
2023-09-16 17:47:19,448: 'a'
2023-09-16 17:47:20,003: 'c'
2023-09-16 17:47:20,199: 'c'
2023-09-16 17:47:20,464: 'e'
2023-09-16 17:47:20,684: 's'
2023-09-16 17:47:21,056: 's'
2023-09-16 17:47:21,267: Key.space
2023-09-16 17:47:21,876: 't'
2023-09-16 17:47:22,052: 'h'
2023-09-16 17:47:22,172: 'e'
2023-09-16 17:47:22,351: Key.space
2023-09-16 17:47:22,868: 'f'
2023-09-16 17:47:23,049: 'o'
2023-09-16 17:47:23,157: 'r'
2023-09-16 17:47:23,399: 'm'
2023-09-16 17:47:23,552: Key.space
2023-09-16 17:47:23,782: Key.enter
2023-09-16 17:48:28,217: 'd'
2023-09-16 17:48:28,378: 'j'
